COD_BENEF_BI,FECHAINI,HORAINI,DURACION,CSE_RSH,EDAD_GRUPO,SEXO,DIRECCION_ZONAL,P00,P0,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,FE
70937020,06-12-2021,18:27:22,616,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Diego de Almagro,Sí,Sí,6660.3335
79008407,16-12-2021,15:37:45,490,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Condición que no cubre Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Nada urgente,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Trabaja remuneradamente,No,,No,,Santiago,Sí,Sí,6864.8716
70397608,07-12-2021,10:37:37,441,0-40,35-59,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Consultorio,"Sí, todos",,Sí,28000,Sí,Sí,No,Quehaceres del hogar,No,,No,,Constitución,Sí,Sí,6885.769
87109070,17-12-2021,14:56:30,281,0-40,35-59,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Poco urgente,No lo necesito,Urgente,Muy urgente,No lo necesito,Poco urgente,Sólo en restricciones,Sí,Consultorio,"Sí, algunos",,Sí,20000,Sí,No,,Trabaja remuneradamente,No,,No,,Romeral,Sí,Sí,6884.5713
74787395,14-12-2021,18:36:57,309,0-40,35-59,MUJER,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,Sí,,Sí,Muy urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Cuidado de personas,No,,No,,Nueva Imperial,Sí,Sí,6878.6563
71968040,10-12-2021,16:32:25,233,>80-NA,35-59,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No están disponibles,Sí,50000,No,No,,Trabaja remuneradamente,No,,No,,Las Condes,Sí,Sí,6680.75
74889006,18-12-2021,11:42:21,575,0-40,35-59,HOMBRE,S,Sí,Sí,Fonasa,Condición que no cubre Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Urgente,Poco urgente,Urgente,Poco urgente,Poco urgente,Urgente,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,Sí,No,Trabaja remuneradamente,No,,No,,Constitución,Sí,Sí,6913.7085
83377611,10-12-2021,17:20:21,379,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,Sí,,No,Poco urgente,Urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,Muy urgente,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,No,,Otra situación,No,,No,,Maipú,Sí,Sí,6864.8716
999,04-12-2021,18:01:52,347,41-80,35-59,HOMBRE,S,Sí,Sí,Fonasa,Prefiere sistema público,Me cambiaría a Isapre,Sí,No,,No,No lo necesito,Urgente,No lo necesito,No lo necesito,Poco urgente,Muy urgente,Nada urgente,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Castro,No,No,6596.6001
75124985,10-12-2021,14:42:11,264,0-40,35-59,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Maule,Sí,Sí,6885.769
74517966,13-12-2021,15:20:19,227,41-80,35-59,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Nada urgente,No lo necesito,No lo necesito,Urgente,Nada urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Buscando trabajo,No,,No,,Puente Alto,Sí,Sí,6787.7905
81090825,16-12-2021,16:48:10,215,0-40,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Otra razón,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Cerro Navia,Sí,No,6870.123
76862747,16-12-2021,13:17:26,209,41-80,35-59,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Mejillones,Sí,Sí,6596.6001
77891178,04-12-2021,12:29:14,310,0-40,35-59,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,Sí,Muy urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,No,Cuidado de personas,No,,No,,Los Ángeles,Sí,No,6885.769
75782477,08-12-2021,11:04:36,303,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Paine,Sí,Sí,6864.8716
81648284,15-12-2021,15:51:48,332,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Futaleufú,Sí,Sí,6864.8716
68683545,14-12-2021,16:15:56,239,41-80,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Poco urgente,Muy urgente,No lo necesito,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,35000,Sí,Sí,Sí,Trabaja remuneradamente,No,,No,,Lo Barnechea,Sí,Sí,6787.7905
79943259,11-12-2021,12:34:17,429,>80-NA,35-59,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,No lo necesito,No lo necesito,Nada urgente,Nada urgente,Muy urgente,Poco urgente,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Pedro Aguirre Cerda,Sí,Sí,6680.75
69097938,04-12-2021,14:01:12,160,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Quinta Normal,Sí,Sí,6834.2002
69486313,07-12-2021,10:36:28,517,0-40,35-59,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Urgente,No lo necesito,Urgente,Nada urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,Sí,No,,Trabaja remuneradamente,No,,No,,Parral,Sí,Sí,6885.769
82298065,09-12-2021,18:06:38,688,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,Sí,Nada urgente,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,Sólo en restricciones,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por la calidad,Sí,20000,No,No,,Otra situación,"Sí, en hospital público",40000,No,,Puente Alto,Sí,Sí,6834.2002
81944690,14-12-2021,17:06:47,290,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,San Fernando,Sí,Sí,6864.8716
67606334,07-12-2021,14:38:12,272,0-40,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Poco urgente,Nada urgente,No lo necesito,Nada urgente,Muy urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,San Bernardo,Sí,Sí,6870.123
71291077,07-12-2021,14:44:59,332,>80-NA,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Otra razón,Me cambiaría a Isapre,Sí,Sí,,No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Automedicación,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,20000,No,Sí,No,Trabaja remuneradamente,No,,Sí,7000,Curacaví,Sí,Sí,6864.8716
87595801,09-12-2021,14:44:57,591,41-80,35-59,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,20000,No,No,,Cuidado de personas,No,,No,,Viña del Mar,Sí,Sí,6878.3848
999,07-12-2021,14:29:31,512,41-80,35-59,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Vicuña,No,No,6878.3848
85580939,10-12-2021,15:01:44,413,0-40,35-59,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Constitución,Sí,Sí,6885.769
82707674,11-12-2021,14:59:28,252,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,Urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,No,,Otra situación,No,,No,,Rancagua,Sí,Sí,6730.25
67179762,08-12-2021,17:19:15,335,0-40,35-59,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Hospital público,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Carahue,Sí,Sí,6878.6563
79014290,07-12-2021,11:58:35,319,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Cuidado de personas,No,,No,,Talcahuano,Sí,Sí,6730.25
76567079,11-12-2021,11:30:02,501,0-40,35-59,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,Urgente,Muy urgente,Nada urgente,Poco urgente,Muy urgente,Muy urgente,No lo necesito,Sólo en restricciones,Sí,Médico particular,"No, ninguno",No se atiende en consultorio,Sí,27000,No,Sí,No,Trabaja remuneradamente,No,,No,,La Reina,Sí,Sí,6834.2002
77244188,14-12-2021,15:33:37,429,41-80,35-59,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Muy urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,No,,No,No,,Trabaja remuneradamente,No,,No,,San Fernando,Sí,Sí,6863.439
80665887,04-12-2021,11:18:01,340,0-40,35-59,HOMBRE,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Muy urgente,Poco urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Talcahuano,Sí,Sí,6884.5713
81236840,17-12-2021,18:52:47,290,41-80,18-34,MUJER,S,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,No,,No,No lo necesito,Urgente,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",No están disponibles,Sí,20000,Sí,No,,Trabaja remuneradamente,No,,No,,Osorno,Sí,Sí,6288.3335
73568936,11-12-2021,14:00:42,280,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Coronel,Sí,Sí,6730.25
85487277,09-12-2021,18:38:24,336,41-80,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,Otra razón,No,Urgente,Urgente,No lo necesito,Poco urgente,Urgente,Urgente,Muy urgente,Igual que presencial,Sí,Médico particular,"No, ninguno",No se atiende en consultorio,Sí,30000,No,No,,Trabaja remuneradamente,No,,No,,Estación Central,Sí,Sí,6787.7905
87588121,08-12-2021,14:15:35,286,41-80,35-59,HOMBRE,CN,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Muy urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Los Andes,Sí,Sí,6628
80646583,08-12-2021,13:18:07,339,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,No,,Estudiando,No,,No,,La Pintana,Sí,Sí,6890.0391
87499041,11-12-2021,16:20:25,238,41-80,35-59,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Buscando trabajo,No,,No,,La Florida,Sí,Sí,6787.7905
84235846,08-12-2021,11:44:39,484,>80-NA,35-59,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,No,,No,Poco urgente,Muy urgente,No lo necesito,No lo necesito,Muy urgente,Nada urgente,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,20000,Sí,Sí,Sí,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,No,6680.75
67552922,06-12-2021,18:51:56,316,41-80,35-59,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Centro privado,"No, ninguno",No están disponibles,No,,No,Sí,No,Trabaja remuneradamente,"Sí, en centro privado",12000,No,,Recoleta,Sí,Sí,6863.439
999,16-12-2021,18:36:46,567,0-40,35-59,HOMBRE,S,Sí,Sí,Fonasa,Condición que no cubre Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,No lo necesito,No lo necesito,Poco urgente,Urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,No,,No,No,,Pensionado,No,,No,,Ancud,No,No,6913.7085
74331309,09-12-2021,12:00:36,387,>80-NA,35-59,HOMBRE,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Nada urgente,No lo necesito,No lo necesito,Urgente,No lo necesito,Urgente,Prefiero telemedicina,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Romeral,Sí,Sí,6505.625
77321296,08-12-2021,12:47:48,402,0-40,35-59,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Urgente,Poco urgente,No lo necesito,Igual que presencial,Sí,Consultorio,"No, ninguno",Otra razón,Sí,20000,No,No,,Trabaja remuneradamente,No,,No,,Arica,Sí,Sí,6885.769
72962200,08-12-2021,11:18:03,309,0-40,35-59,MUJER,N,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,No,,,,,,No,No,,Otra situación,No,,No,,Arica,Sí,Sí,6660.3335
76713585,07-12-2021,17:00:35,498,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Sólo en restricciones,Sí,Consultorio,"Sí, algunos",,Sí,15000,Sí,No,,Trabaja remuneradamente,No,,Sí,10000,Rancagua,Sí,Sí,6729.5
82631421,06-12-2021,18:22:43,263,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Urgente,No lo necesito,No lo necesito,Muy urgente,Muy urgente,Muy urgente,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Rancagua,Sí,Sí,6774.5
82628498,09-12-2021,15:42:45,465,0-40,35-59,HOMBRE,CN,Sí,Sí,Fonasa,Condición que no cubre Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No me atendería,Sí,Hospital público,"Sí, algunos",,Sí,20000,Sí,No,,Pensionado,No,,No,,Quilpué,Sí,Sí,6905.1499
73638389,07-12-2021,17:46:29,625,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,Sí,6642.5
72537239,10-12-2021,16:26:49,253,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Limache,Sí,No,6705.5601
72172286,13-12-2021,15:59:11,280,0-40,35-59,HOMBRE,S,Sí,Sí,Ninguno,,,No,No,"Prefiero no, tiempos espera",Sí,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No lo necesito,No lo necesito,,No,,,,,,Sí,No,,Trabaja remuneradamente,No,,No,,Valdivia,Sí,Sí,6913.7085
78733150,17-12-2021,17:31:47,326,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Urgente,No lo necesito,No lo necesito,Nada urgente,Poco urgente,Poco urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Quilicura,Sí,Sí,6729.5
74492010,16-12-2021,18:27:43,626,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Poco urgente,Poco urgente,Poco urgente,Urgente,No lo necesito,Nada urgente,Sólo en restricciones,Sí,Consultorio,"No, ninguno",No lo consideró,Sí,10000,No,No,,Trabaja remuneradamente,No,,No,,Buin,Sí,Sí,6642.5
73650098,07-12-2021,15:46:06,268,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Urgente,Urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,San Miguel,Sí,Sí,6774.5
75749086,08-12-2021,15:23:45,383,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Urgente,Muy urgente,Poco urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Cuidado de personas,No,,No,,Puente Alto,Sí,Sí,6896.8262
68872616,17-12-2021,10:32:32,367,41-80,18-34,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,Muy urgente,Muy urgente,No lo necesito,Poco urgente,Nada urgente,Muy urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,6000,Curacautín,Sí,Sí,6288.3335
79901078,16-12-2021,13:18:41,284,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,Sí,,No,Urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Médico particular,"No, ninguno",No están disponibles,Sí,50000,No,No,,Trabaja remuneradamente,No,,No,,Pucón,Sí,Sí,6756.6665
83048415,17-12-2021,16:14:38,385,0-40,18-34,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,Nada urgente,No lo necesito,Urgente,Urgente,Poco urgente,No me atendería,Sí,Médico particular,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,15000,No,No,,Trabaja remuneradamente,No,,Sí,15000,Temuco,Sí,Sí,6778.7998
78635102,11-12-2021,11:42:54,217,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,Nada urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Ñuñoa,Sí,Sí,6890.0391
73241863,06-12-2021,14:47:00,610,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Es más económico Fonasa,,No,No,No necesito,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Alto del Carmen,Sí,Sí,6900.9565
999,15-12-2021,14:51:01,637,0-40,35-59,HOMBRE,CS,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,Urgente,Muy urgente,Muy urgente,Muy urgente,Urgente,Urgente,No me atendería,No,,,,,,No,Sí,No,Otra situación,No,,No,,Cobquecura,No,Sí,6884.5713
86988024,07-12-2021,16:29:22,273,41-80,18-34,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,Poco urgente,Muy urgente,Urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Talca,Sí,Sí,6317.6362
70039311,11-12-2021,14:18:45,215,>80-NA,18-34,HOMBRE,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Nada urgente,Nada urgente,Nada urgente,Nada urgente,Nada urgente,Nada urgente,No me atendería,No,,,,,,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Chillán,Sí,Sí,6364.6665
70565714,06-12-2021,11:52:05,435,41-80,18-34,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,Sí,Urgente,Urgente,No lo necesito,Muy urgente,Urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Hospital público,"Sí, algunos",,Sí,85000,No,Sí,Sí,Quehaceres del hogar,No,,No,,La Florida,Sí,Sí,6317.6362
86344466,15-12-2021,17:43:23,262,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Muy urgente,Poco urgente,Muy urgente,Prefiero telemedicina,No,,,,,,No,Sí,Sí,Trabaja remuneradamente,No,,Sí,10000,Puente Alto,Sí,Sí,6642.5
71911209,09-12-2021,16:12:56,232,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,No,Urgente,Urgente,Muy urgente,No lo necesito,Poco urgente,Muy urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Otra situación,No,,No,,Puente Alto,Sí,Sí,6890.0391
87446833,08-12-2021,14:35:54,401,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Muy urgente,Poco urgente,No lo necesito,Igual que presencial,Sí,Centro privado,"No, ninguno",No se atiende en consultorio,Sí,15000,No,No,,Cuidado de personas,No,,Sí,10000,Pudahuel,Sí,Sí,6729.5
71845503,17-12-2021,18:03:13,542,>80-NA,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,Nada urgente,No lo necesito,Poco urgente,Poco urgente,Urgente,Urgente,Prefiero telemedicina,No,,,,,,No,No,,Cuidado de personas,No,,No,,Valparaíso,Sí,Sí,6866.625
